2752,,
General,0.0.3,Damage Scaling will no longer affect Online Matches.
Sylvanos,1.4.6,Bug fix: Sylvanos Fspecial now always removes grass while on the ground
Sylvanos,1.4.6,Air Armada no longer grows double grass on a specific section of the ground
Sylvanos,1.4.6,Genesis Sylvanos Ftilt petals no longer glow
Sylvanos,1.4.7,Sylvanos’ Upward-angled Bair now maintains grass the same as the other angles.
Sylvanos,1.4.9,Jab 2 hitbox extended 10px inward to match jab 1’s inward range.
Sylvanos,1.4.9,"Jab 3 and 4 endlag: 27 > 18 (Jab 5, 6, etc endlag is still 27)."
Sylvanos,1.4.9,Jab Special can now be used after jab 1 or jab 2.
Sylvanos,1.4.9,Utilt multihits angle: 75 > 70 (Makes them connect more reliably into the final hit).
Sylvanos,1.4.9,Fstrong hits 1 and 2 hitstun modifier: 1.0 > 1.2.
Sylvanos,1.4.9,"Ustrong damage: 8, 9, 10 > 10, 14, 18."
Sylvanos,1.4.9,Uair hit 2 scaling: .65 > .7.
Sylvanos,1.4.9,"Dair damage: 6, 8 > 7, 10."
Sylvanos,1.4.9,Grass on cooldown is no longer destroyed when a nearby flower is destroyed.
Sylvanos,1.4.9,Flowers can now be placed right next to walls.
Sylvanos,1.4.9,"When the ground below a flower disappears, it now only snaps to ground within 32px instead of 100px."
Sylvanos,1.4.9,Hitting a flower now deals half of the normal hitpause.
Sylvanos,1.4.9,Fspecial can now eat his own flowers (not enemy flowers) and cancel the move as if it hit a player for the next 20 frames.
Sylvanos,1.4.9,Grounded Uspecial now instantly digs if special is held. Tapping special still makes Sylvanos leap into the air.
Sylvanos,1.4.10,"Nspecial collision is now a circle instead of a rectangle, meaning it will collide more naturally with the corners of platforms (visible in training mode)"
Sylvanos,1.4.10 - Hotfix,Linking hits of Uspecial will no longer produce the purple kill effect
Sylvanos,1.4.11,Parried Forward Specials (such as Zetterburn’s Fireball) can no longer break your own flowers.
Sylvanos,1.4.11,Flowers will no longer play the “planted” sound effect when they fail to plant (extremely rare now).
Sylvanos,1.4.12,"Ftilt now only spawns a projectile if you hit a flower with it, destroying the flower."
Sylvanos,1.4.12,Ftilt projectile base knockback increased from 0 > 6.
Sylvanos,1.4.12,Ftilt projectile now spawns grass under it as it travels.
Sylvanos,1.4.12,Ftilt projectile now causes extended parry stun when parried.
Sylvanos,1.4.13,Both Dair hitboxes now use rounded rectangles instead of circular hitboxes.
Sylvanos,1.4.13,Aerials no longer have extended landing lag when not on grass.
Sylvanos,1.4.13,Flowers are no longer destroyed when a nearby character is hit by Ranno’s tongue.
Sylvanos,1.4.14,"Ftilt and Jab-special swapped. Pressing special after jab 2 will now do a tail swipe that spawns a petal wave, creating grass behind it. Ftilt now shoots a low-angle seed."
Sylvanos,1.4.14,Dtilt hit 1 (both hitboxes) knockback matched to hit 2 (so that hitting an extended hurtbox with hit 1 and missing with hit 2 won’t be so punishing).
Sylvanos,1.4.14,Fstrong post-charge frames decreased from 12 > 8 (full startup: 18 > 14).
Sylvanos,1.4.14,Fstrong multihits hitpause decreased from 4 > 2.
Sylvanos,1.4.14,Uspecial bite Base KB decreased from 10 > 9.
Sylvanos,1.4.14,Uspecial bite KB scaling increased from 0.85 > 1.05.
Sylvanos,1.4.14,Fspecial active frames increased from 3 > 4 (makes it less likely to pass through someone moving toward you while also making it easier to parry for the opponent).
Sylvanos,1.4.17,Forward Tilt now has a physical hitbox before the seed is launched.
Sylvanos,1.4.17,Down Tilt hurtbox pulled in during the frames right after the hitboxes are present.
Sylvanos,1.4.17,"Sylvanos will no longer go into pratfall after eating his own flower with Forward Special. Previously, you would only avoid pratfall by hitting a player or their objects, including enemy Sylvanos’ flowers."
Sylvanos,1.4.18,Up Special's taunt-cancel now always uses the default taunt instead of any premium taunts.
Sylvanos,1.4.20,Ftilt physical hitbox BKB reduced from 6 > 4.75.
Sylvanos,1.4.20,Ftilt physical hitbox angle changed from 55 > 30.
Sylvanos,1.4.20,"Ftilt physical hitbox is now untechable. Previously, DIing away and teching in place would cause you to be actionable 4 frames before Sylvanos, making the move punishable on hit."
Sylvanos,1.4.20,Flowers now have a distinct visual for when they’re projectile immune and a more distinct visual for when they’re the oldest of 3 flowers.
Sylvanos,1.4.21,Fstrong final hit hit lockout increased from 0 > 10.
Sylvanos,1.4.21,Fair sweetspot angle adjusted from 45 > 40.
Sylvanos,1.4.21,"Bair priority swapped (tip has highest priority, base has lowest)."
Sylvanos,1.4.21,Bair sweetspot shrunk 14px outward horizontally.
Sylvanos,1.4.21,Bair endlag decreased from 25 > 20.
Sylvanos,1.4.21,Bair sweetspot damage increased from 12 > 16.
Sylvanos,1.4.21,Fspecial damage increased from 6 > 8.
Sylvanos,1.4.21,Hurtbox fixed when cancelling Uspecial into Taunt.
Sylvanos,1.4.21,"Fspecial cancel timer no longer counts down while in hitpause. Values adjusted, but this shortens the cancel window by 5 frames when hitting a flower, since the flower only deals half hitpause."
Sylvanos,1.4.22,Bair max pin time decreased from 192 > 96.
Sylvanos,1.4.22,Bair sweetspot width reduced by 8px (still has the same max range).
Sylvanos,1.4.22,Bair strongest sourspot moved slightly outward to reduce the deadzone between it and the sweetspot.
Sylvanos,1.4.22,Bair now has 10 frames before it can be cancelled on whiff.
Sylvanos,1.4.22,Ustrong has 2 new hitboxes between the existing ones. They have the same knockback as the weaker of the two hitboxes that surround them.
Sylvanos,1.4.22,Fspecial hurtbox reduced on the top.
Sylvanos,1.4.25,Utilt hits 1 and 2 angle flipper adjusted from 4 (horizontal knockback goes toward center of hitbox) > 9 (toward center of hitbox).
Sylvanos,1.4.25,Utilt hits 1 and 2 base knockback increased from 5 > 7.
Sylvanos,1.4.25,"Utilt hits 2 and 3 now reach the ground
Dan: These three changes are to reduce the likelihood of people falling out of Sylvanos Utilt without really trying. These changes make the attack much more reliable to finish with the final hit."
Sylvanos,1.4.25,"Bair Sweetspot knockback scaling decreased from 1.1 > 1.0.
Dan: Now that Bair is much easier to land reliably thanks to our previous changes, it is killing a little too early for our liking."
Sylvanos,1.4.25,"Bair can be aimed with the right stick (takes priority over the left stick aiming).
Dan: I know some people just want to aim their Bair angle with their right stick. Well now you can!"
Sylvanos,1.4.25,"Uair frames between hit 1 and 2 reduced from 4 > 3.
Dan: This change is to reduce the likelihood of people falling out of Sylvanos Uair without really trying."
Sylvanos,1.4.25,"Fspecial endlag increased from 24 > 28.
Dan: Fspecial is an incredibly strong burst movement option and does so much for Sylvanos on hit. We needed to make it worse on whiff."
Sylvanos,1.4.25,"Fspecial can now cancel off of enemy flowers, Kragg’s rock, Shovel Knight’s rock, Kragg’s pillar, and Ranno’s bubble.
Dan: Now Sylvanos can hit more objects and fly around the stage! This change should help reduce the amount of times you are whiffing an Fspecial in certain matchups."
Sylvanos,1.4.25,"Grass now dies following the cooldown state after using Dspecial.
Dan: This is another big change. We want Sylvanos to be the stage control Rival. He is all about his turf. But we do want him to have to work to get the stage in his favor."
Sylvanos,1.4.25,"Grass cooldown state duration decreased from 5 seconds > 3 seconds.
Dan: Because the grass now goes away, we can shorten the cooldown state so players can start reapplying faster than they would have been able to."
Sylvanos,1.4.25,"Bug Fix: All grass is removed on death, including grass that is on cooldown."
Sylvanos,1.4.25,"Bug Fix: When Team Attack is off, teammates can no longer attack your flowers."
Sylvanos,1.4.25,Bug Fix: Corrected some attacks that spawned the wrong particles on hit.
Sylvanos,2.0.7.0,Uair 1 angle flipper removed. This makes Uair link better when hitting with the back side of the attack while moving slightly forward.
Sylvanos,2.0.7.0,Uair 2 damage: 3 > 5 (Total move damage: 6 > 8).
Sylvanos,2.0.7.0,Double jump and airdodge are restored 1 frame earlier when emerging with Uspecial.
Sylvanos,2.0.8.0,Dstrong Hitpause scaling: 0 > 0.7.
Wrastor,0.0.4,Down Air has a new animation that looks and feels way better.
Wrastor,0.0.4,Down Air has a bigger hitbox during the active frames.
Wrastor,0.0.4,Down Air now has a sour spot after the active frames on his wings that causes a weak semi-spike.
Wrastor,0.0.4,Down Air Startup increased from 7-8 frames and recovery increased from 12-15 frames.
Wrastor,0.0.4,Parrying Wrastor’s Up Special will no longer stop him in his tracks.
Wrastor,0.0.7,"Forward Air: Damage increased from 5, 4 sour to 6, 5 sour."
Wrastor,0.0.7,Back Air: Damage increased from 4 to 5.
Wrastor,0.0.7,Neutral Air: Damage increased from 4 to 5.
Wrastor,0.0.7,"Up Air: Damage increased from 6, 6 sour to 7, 6 sour."
Wrastor,0.0.7,Down Special Visual Update.
Wrastor,0.0.8,Fstrong and Ustrong End Lag increased from 21 > 33. The Landing Lag on both attacks now scales with the amount of time left on his aerial recovery instead of being a flat number. This removes the ability to charge the Strong attack to remove landing lag.
Wrastor,0.0.8,Down Tilt hitbox has been reduced to match the visual.
Wrastor,0.0.8,Wrastor’s Knockback Factor reduced from 1.2 > 1.15. He was a bit too high compared to the rest of the cast which affects when he is KOed and how hard it is to combo him.
Wrastor,0.0.10,Forward Tilt Recovery reduced from 12 > 10. Whiff Recovery of 16 added.
Wrastor,0.0.10,Double Jump Height increased from 7 > 8. This allows him to follow DI and air dodges a bit more reliably.
Wrastor,0.0.10,Tornado (Neutral Special) minimum time decreased from 52 > 42. Maximum Time decreased from 72 > 62. This is to reduce the reliance on mid damage KO’s from Tornado.
Wrastor,0.0.10,Neutral Air Knockback 7 Base .5 Scaling > 5 Base .7 Scaling. This is to make the attack combo a bit better at lower percents while giving Wrastor a better option for getting opponents off stage at higher percents.
Wrastor,0.0.10,Slip Stream’s Projectile (Side Special) now causes the Flinch State against grounded opponents. Its hitstun on aerial opponents has been increased from .1x normal to .5x normal.
Wrastor,0.0.10,Down Special movement speed while in his current reduced from 15 > 12. Non-current is 10 for context.
Wrastor,0.0.10,Wrastor no longer has extended roll distance while inside his current.
Wrastor,0.0.10,Wrastor can no longer jump during Down Strong Charge frames.
Wrastor,0.0.10,Fstrong Sour Hitbox Size reduced to match the visual.
Wrastor,0.0.10,Up Special Sweet Spot Knockback Base decreased from 10 > 9. Scaling remains at 1.1.
Wrastor,0.0.12,Nspecial will no longer rise faster while hitting an opponent.
Wrastor,0.0.12,Nspecial final hit reduced from 7 Base .4 Scaling > 4 Base .7 Scaling. This is to remove ridiculously early KOs from Tornado but keep it a viable KO option at higher percents.
Wrastor,0.0.12,Forward Special pops up grounded opponents again. Hitstun returned to .1x. Buffer is cleared to prevent accidental air dodges.
Wrastor,0.0.12,Parrying Wrastor’s Forward Special now correctly removes the current and prevents Wrastor from using his Forward Special again for the full cooldown instead of .5x like it was before.
Wrastor,0.0.12,Fstrong Base knockback reduced from 9 > 8.
Wrastor,0.0.12,Ustrong Base knockback reduced from 9 > 8.
Wrastor,0.0.12,Air Acceleration while in Prat Fall reduced from .5x to .3x.
Wrastor,0.0.12,Fast Fall speed reduced from 12 > 11.
Wrastor,0.0.12,Bug Fix: Wrastor’s Aerial Down Special will no longer hit and slide near the end of it.
Wrastor,0.0.12,Bug Fix: Wrastor will now correctly go into Parry Lag when parried during Down Special and then hitting the ground after the kick but during recovery.
Wrastor,0.12.2,Down Special will no longer trigger its flip if Forward Special hits a rock while Down Special is active.
Wrastor,0.13.0,Horizontal Movement during Neutral Special reduced to 75% of air speed.
Wrastor,0.14.0,Nair landing lag 16 > 8.
Wrastor,0.14.0,"Whiff landing lag added to Fair, Bair, and Dair."
Wrastor,0.14.0,Nspecial SDI modifier x1 > x2.
Wrastor,0.14.0,Nspecial horizontal acceleration and speed reduced from .75x normal to .65x normal.
Wrastor,0.14.0,Nspecial Final hit knockback scaling reduced from .7 to .55.
Wrastor,0.14.0,"Nspecial min time 42 > 40, max time 62 > 60."
Wrastor,0.14.0,Fspecial recovery 7 > 11.
Wrastor,0.14.0,Sourspot Fstrong base knockback 5 > 6.
Wrastor,0.14.0,Extended parry lag on strong attacks (extends parry lag to ~57 frames usually).
Wrastor,0.14.0,Dair hurtbox extended to reduce disjoint.
Wrastor,0.14.0,Prat land time 14 > 24.
Wrastor,0.14.0,Uspecial sweetspot scaling 1.1 > 1.25.
Wrastor,0.14.0,"Bair knockback scaling .6 > .8, active frames 10 > 2 (turned into a sweetspot)."
Wrastor,0.14.0,"Second hitbox added to bair with the same knockback and active frames of the previous bair, but a smaller hitbox."
Wrastor,0.14.0,Wrastor can jump-cancel his tilts immediately after the last hitbox hits instead of only during the recovery frames (makes a 2-3 frame difference). This is because Wrastor has jump cancelled tilts as part of his design but they never felt impactful due to the late cancel opportunities. The recovery on each tilt was increased to balance out the risk of each.
Wrastor,0.14.0,Wrastor Ftilt Whiff Lag increased from 16 > 18.
Wrastor,0.14.0,Wrastor Dtilt Recovery increased from 12 > 14.
Wrastor,0.14.0,Wrastor Utilt Recovery increased from 12 > 14.
Wrastor,0.14.0,Wrastor Uair now has a center hitbox that deals 6 damage and knocks very slightly higher than the other hitboxes.
Wrastor,0.14.0,Bug Fix: Parrying Dspecial will no longer send him forward.
Wrastor,0.14.0,Bug Fix: Hitting with the last frame of Wrastor Dspecial will no longer cause him to fall to the ground instead of doing a backflip.
Wrastor,0.14.0,Bug Fix: Fixed hurtbox for Dstrong.
Wrastor,0.14.1,Hurtboxes expanded on Fair and Uair
Wrastor,0.14.1,Uair center hurtbox base knockback 8 > 6
Wrastor,0.14.1,Uair center hurtbox knockback scaling .4 > .3
Wrastor,0.14.1,Uair center hurtbox damage 6 > 5
Wrastor,0.14.1,Dair knockback angle 75 > 40. Now always knocks inward instead of always backward
Wrastor,0.14.1,Bug Fix: Sound effects fixed for Dair
Wrastor,0.14.1,Bug Fix: Controller vibration now stops when killing with the multihit part of tornado
Wrastor,0.14.1,Bug Fix: Flag is no longer invisible when the game is paused
Wrastor,0.14.1,Dair KBG: 0.5 > 0.6
Wrastor,0.14.1,Bair Hitbox Lockout Time: 0 > 10
Wrastor,0.14.1,Ustrong Extended parry stun set to 1 from 0
Wrastor,0.14.3,Bug Fix: Fixed a rare crash involving Wrastor’s Down Special.
Wrastor,0.15.0,"Whiff lag removed on everything but dash attacks
Wrastor ftilt: 10 recovery, 18 whiff > 13 recovery"
Wrastor,0.15.0,Run speed outside of current 4.75 > 5.5
Wrastor,0.15.0,Double jump speed decays with each jump (8 > 7 > 6 instead of 8 for all jumps)
Wrastor,0.15.0,Jab startup 5 > 3
Wrastor,0.15.0,Dtilt recovery frames 14 > 16
Wrastor,0.15.0,Ftilt recovery frames 13 > 18
Wrastor,0.15.0,Ftilt hurtbox extended to be less disjointed
Wrastor,0.15.0,Ftilt can only be jump-cancelled if the final hit connects
Wrastor,0.15.0,Uair startup 7 > 8
Wrastor,0.15.0,Fair startup 7 > 8
Wrastor,0.15.0,Fair recovery 8 > 10 (short hop double fair is still possible but is more strict in timing)
Wrastor,0.15.0,The tip of Fair now sends more outward and has less knockback scaling
Wrastor,0.15.0,Dair knockback angle 140 > 130
Wrastor,0.15.0,Dair semi-spike knockback scaling .6 > .75
Wrastor,0.15.0,Dair semi-spike hitstun modifier .8 > 1.0
Wrastor,0.15.0,Dair semi-spike hitbox moved up 15 pixels to match animation better
Wrastor,0.15.0,Dstrong can no longer be jump cancelled after being parried
Wrastor,0.15.0,Fspecial cooldown 360 > 480
Wrastor,0.15.0,Fspecial now causes flinch on grounded enemies
Wrastor,0.15.0,Fspecial recovery 7 > 10
Wrastor,0.15.0,Fspecial spawn point moved backward so it won't go through opponents when standing next to them
Wrastor,0.15.0,Nspecial SDI multiplier x2 > x1
Wrastor,0.15.1,Wrastor Up Special can now break stationary rocks.
Wrastor,0.15.2,Jab 1 startup increased from 3 to 4 frames.
Wrastor,0.15.2,Down Special restores Wrastor’s double jumps. This is to give Wrastor more reward for landing an aerial down special mid combo.
Wrastor,0.15.2,Down Special is now ledge cancellable.
Wrastor,0.15.2,Forward Tilt active window reduced from 18 to 12 frames.
Wrastor,0.15.2,New Sound Effect when landing Up Special sweet spot.
Wrastor,0.15.2,Nair base knockback now gradually decreases during its active frames. (5 > 2)
Wrastor,0.15.3,Bug Fix: Fixed Wrastor Ftilt jump cancel.
Wrastor,0.15.3,"Wrastor uspecial base hitpause 8 > 10, hitpause scaling .5 > .75."
Wrastor,0.15.4,Wrastor hitstun gravity increased from 0.4 to 0.45. His knockback modifier also was increased from 1.15 to 1.2. This makes Wrastor able to be comboed better while keeping his death percents about the same.
Wrastor,0.15.5,Hit Cancelling mechanic added.
Wrastor,0.15.5,Up Strong sourspot knockback scaling 1.2 > 1.15
Wrastor,0.15.5,"Up Special sourspot scaling (.75, .6) > (.5, .5)"
Wrastor,0.15.5,Prat land time 24 > 30
Wrastor,0.15.5,Wrastor airdodge speed multiplier in current 1.5x > 1.35x
Wrastor,0.15.5,Wrastor Uair and Fstrong angle flippers removed (the individual hitboxes can no longer reverse hit)
Wrastor,0.15.7,Prat Land Time reverted from 30 back to 24. The nerf was to make whiffing Up Special more punishing but made recovering on Wrastor a real frustration for new players.
Wrastor,0.15.7,Prat Fall Horizontal Accel reduced from .3 > .25 to make ledge cancelling Up Special a little bit harder.
Wrastor,0.15.7,Up Special sweet spot scaling 1.25 > 1.15. Strip power off his parry punish so we can distribute it to the rest of his kit.
Wrastor,0.15.7,Forward Special Angle on aerial opponents back to 90 degrees instead of 50. Still flinches grounded opponents. This make Forward Special more of an option mid combo to add some variety to his combo game for Wrastor players who want to hold onto it.
Wrastor,0.15.7,Up Tilt has a new spike hitbox at the bottom of his foot. Leads to followups if the opponent is on the ground and can spike opponents if they are offstage. Gives Wrastor a new parry punish at lower percents that allows for follow ups if you read DI.
Wrastor,0.15.7,Up Tilt now has a semi sweet at the top of the axe kick swing that has the old KO power while it has a large sour spot inside the kick. This is to prevent players from being rewarded with powerful hits when missing the sweet spot attack.
Wrastor,0.15.7,Minimum Down Strong Speed increased from 12 > 14. Maximum Down Strong Speed 20 > 21. Down Strong is hardly used except to edge guard players.
Wrastor,0.15.7,Up Special Animation Update.
Wrastor,0.15.9,Ustrong sourspot base knockback decreased from 7 > 6
Wrastor,0.15.10,Wrastor Tornado ASDI Modifier 1.0 > .8 to make it back to old ASDI values.
Wrastor,1.1.2,"Ftilt has a new, smoother animation (less reach, same frame data, same knockback)"
Wrastor,1.1.2,Fstrong sourspot scaling increased from 1.0 > 1.1
Wrastor,1.1.2,Utilt can no longer reverse
Wrastor,1.2.0,"Air Friction increased from .04 > .05.
Wrastor dies very early so this gives him a little help in making him very slightly harder to KO horizontally."
Wrastor,1.2.0,Increased the size of Dstrong hitbox from 30×40 > 50×50
Wrastor,1.2.0,Fair strong hit damage has been increased from 6 > 7. Weak hit damage stays 5.
Wrastor,1.2.0,Bair damage increased from 5 > 6.
Wrastor,1.2.0,Dair sour spot damage increased from 4 > 6. Strong hit hit dair is still 7.
Wrastor,1.2.0,Nair damage increased from 5 > 6.
Wrastor,1.2.0,Jab 2 Damage: 4 > 5.
Wrastor,1.2.0,"Kragg’s rock is no longer destroyed by Etalus uair, Wrastor Dair hit 1, or Forsburn cape. These moves now interact with the rock by moving it instead of outright breaking it."
Wrastor,1.2.6,Gameboy Wrastor slipstream is now translucent.
Wrastor,1.3.0,Wrastor is now actionable 5 frames later on dash attack in the air (only on whiff).
Wrastor,1.3.0,"Nair is now a 3 hit multihit move. The first two hits behave like Orcane’s dair, while the last hit is the same as Wrastor’s old nair."
Wrastor,1.3.0,Ustrong sweetspot knockback scaling decreased from 1.45 > 1.35.
Wrastor,1.3.0,"Nspecial  active frames per hitbox have been increased from 3 > 7.
Now the hitboxes appear every 8 frames with only a single frame between active hitboxes. This also means the very first hitbox comes out 2 frames faster than before."
Wrastor,1.3.0,"Nspecial final hit damage increased from 1 > 3.
The hitbox timing cleanup changed the damage from 11 > 9, so the final hit does more to compensate and keep the total damage the same."
Wrastor,1.3.2,Dspecial now only restores Wrastor’s jumps on hit instead of always.
Wrastor,1.3.3,Wrastor Aerial Dspecial hurtbox corrected.
Wrastor,1.3.4,Wrastor Nair has been changed to a 3 part multi-hit move. The first 2 hits will send downwards and the third hit is the same as the current Nair.
Wrastor,1.4.0,Down Air semi-spike hitbox angle flipper removed.
Wrastor,1.4.0,Forward Special no longer interrupts attacks.
Wrastor,1.4.0,Forward Tilt hitboxes adjusted in size and position. These first two hitboxes now additionally pull inward to make connecting the third hit more reliable.
Wrastor,1.4.0,Neutral Special disjoint removed.
Wrastor,1.4.0,Neutral Special hit lockout no longer applies to the final hitboxes of the move. This fixes a bug where they would miss due to the last multihit hitboxes hitting late.
Wrastor,1.4.0,Down Strong will now bounce if connecting on the frame before landing.
Wrastor,1.4.0,Down Special changed into a two-hit attack (to prevent it from heavily winning trades).
Wrastor,1.4.0,Up Special sweetspot angle flipper removed.
Wrastor,1.4.0,Prat fall air acceleration multiplier increased from 0.25 to 0.5.
Wrastor,1.4.1,Forward Special can now interrupt attacks again.
Wrastor,1.4.1,Wrastor Fspecial now deals no hitpause/hitstun against crouching opponents. It also has a new sound effect on frame 1 to make it more reactable.
Wrastor,1.4.1,Prat Land time after Neutral Special reduced from 24 > 18. Prat Land time after Up Special remains at 24.
Wrastor,1.4.2,"Up Air angle flipper changed from 0 > 6. This makes it so that the move always sends left if your opponent is on the left side of you, and vice versa."
Wrastor,1.4.2,Wrastor’s roll framedata normalized to [3 – 14 – 12] from [3 – 15 – 16].
Wrastor,1.4.2,Bugfix: Dying now restores Wrastor’s ability to charge a strong attack.
Wrastor,1.4.3,Fspecial now applies a cooldown on startup (half the duration of the normal cooldown). This means you are able to interrupt slipstream to prevent Wrastor from reattempting throwing it for 240 frames.
Wrastor,1.4.9,Tilts can no longer be jump cancelled after being parried (required hitting another player/object at the same time as getting parried).
Wrastor,1.4.9,Dash Attack will now go into parry stun correctly if it ends in the air.
Wrastor,1.4.9,Wrastor’s neutral air has been redesigned to be a 2 hit move. The first hit sends at a low angle with low hitstun. The second hit lingers for a while and has relatively strong knockback that decays drastically over time.
Wrastor,1.4.9,"Fspecial can now be destroyed by attacks. The slipstream is also destroyed and the move goes on 50% of its normal cooldown (for reference, parrying Fspecial puts it on 75% of its normal cooldown)."
Wrastor,1.4.9,Fspecial cooldown now applied 1 frame earlier (prevents Wrastor from getting the half-cooldown if interrupted on the frame that the projectile comes out).
Wrastor,1.4.9,Fspecial cooldown icon added to the bottom HUD.
Wrastor,1.4.9,Grounded Dspecial endlag on whiff: 21 > 28.
Wrastor,1.4.9,Uspecial last few frames of hurtbox fixed.
Wrastor,1.4.9,Pratfall aerial drift acceleration: .5 > .4.
Wrastor,1.4.10,Fspecial cooldown is now only applied on the frame before the projectile is spawned. This prevents the full cooldown from being applied when the projectile is destroyed immediately.
Wrastor,1.4.10 - Hotfix,Dash attack hurtbox fixed
Wrastor,1.4.10 - Hotfix,Linking hits of Nspecial will no longer produce the purple kill effect.
Wrastor,1.4.11,Forward Special can no longer be destroyed by projectiles.
Wrastor,1.4.12 - Hotfix,Tilts can no longer be jump-cancelled when hitting something and being parried at the same time
Wrastor,1.4.13,Uspecial sweestpot knockback angle changed from 361 > 45 (Unchanged vs aerial opponents. Angle 40 > 45 vs grounded opponents).
Wrastor,1.4.14,Fstrong sourspot KB scaling decreased from 1.1 > 1.0.
Wrastor,1.4.14,Fstrong hitboxes moved to match the visual.
Wrastor,1.4.14,Fstrong sweetspot size increased from 10×10 > 12×12. This makes sure the sourspot doesn’t reach farther forward than the sweetspot.
Wrastor,1.4.15,Dash Attack hitstun multiplier decreased from x1.0 > x0.85.
Wrastor,1.4.15,Dash Attack angle flipper changed from 6 > 0.
Wrastor,1.4.15,Grounded dash attack is now jump-cancellable on hit after 8 frames of endlag.
Wrastor,1.4.15,"Dair angle adjusted from 50 > 361 (45 in air, 40 on ground)."
Wrastor,1.4.15,Slipstream height reduced from 44px > 40px.
Wrastor,1.4.17,"Down Tilt endlag increased from 18 > 24 on whiff. It’s still jump-cancellable on hit, so the on-hit endlag is unchanged."
Wrastor,1.4.17,Up Strong sweetspot knockback decreased from 8 + 1.35 > 7 + 1.25.
Wrastor,1.4.17,Forward Special slipstream duration decreased from 8 seconds > 5 seconds.
Wrastor,1.4.17,"Forward Special slipstream cooldowns all normalized to 5 seconds (was previously 8 seconds normally, 6 seconds on parry, and 4 seconds when the projectile was hit)."
Wrastor,1.4.17 - Hotfix,Up Strong sourspot knockback decreased from 6 + 1.15 > 6 + 1.0. (Was listed in original patch notes but change did not go live until 48 hours later)
Wrastor,1.4.21,Ftilt hits 1 and 2 angle flipper adjusted from 4 (Horizontal knockback sends toward the center of the hitbox) > 9 (Sends toward the center of the hitbox).
Wrastor,1.4.21,Ftilt hits 1 and 2 are now untechable.
Wrastor,1.4.21,Nair animation updated.
Wrastor,1.4.21,Nair hit 2 hitstun modifier decreased from x1.0 > x0.8.
Wrastor,1.4.21,Nair endlag increased from 6 > 8 (9 > 12 on whiff).
Wrastor,1.4.21,Time between nair hits decreased from 12 > 8.
Wrastor,1.4.21,Uair center hit angle adjusted from 80 > 75.
Wrastor,1.4.21,Uair center hit KB scaling increased from .3 > .4.
Wrastor,1.4.21,Nspecial endlag increased from 11 > 16.
Wrastor,1.4.21,Double jumping right after using Fspecial while it’s on cooldown will no longer use all of your double jumps.
Wrastor,1.4.22,Dstrong hitbox moved 20px upward (now only reaches as far down as Wrastor’s feet).
Wrastor,1.4.22,Nspecial no longer goes into the landing state when it ends on the ground.
Wrastor,1.4.22,Nspecial endlag increased from 16 > 20. This makes up for the 4 frames of landing that were removed.
Wrastor,1.4.24,Ustrong no longer has extended parry stun.
Wrastor,1.4.24,Ustrong no longer has upper-chest invincibility on startup.
Wrastor,1.4.25,"Nair endlag increased from 8 > 12 on hit (12 > 18 on whiff).
Dan: With how floaty Wrastor is, he was able to whiff a Nair off stage and still be in a good position to intercept a recovery with a different option."
Wrastor,1.4.25,"Ustrong hurtbox now includes Wrastor’s head.
Dan: Wrastor Ustrong was a little too disjointed when missing his head from both the startup and especially the charged frames. Now you can hit him in the head!"
Wrastor,1.4.25,"Bug Fix: Ustrong sweetspot moved slightly to match the art (1px forward, 3px down)."
Wrastor,1.4.25,Bug Fix: Uspecial sweetspot visual moved slightly to match the hitbox (6px forward).
Wrastor,2.0.7.0,Nair endlag decreased from 12 > 10 on hit (18 > 15 on whiff). This is halfway between the pre-1.4.25 value and the post-1.4.25 value.
Zetterburn,0.0.2,Zetterburn can no longer Air Dodge during Down Special.
Zetterburn,0.0.4,Down Air Damage Reduced from 15 to 12.
Zetterburn,0.0.4,"Neutral Air Damage Reduced from 3,3,5 to 2,2,5."
Zetterburn,0.0.4,"Forward Air Damage Reduced from 10 sour, 15 sweet to 8 sour, 13 sweet."
Zetterburn,0.0.4,Up Air Damage Reduced from 15 sweet to 13 sweet.
Zetterburn,0.0.4,Forward Tilt hitbox adjusted to match visual. Has more range forward now.
Zetterburn,0.0.5,Fixed a bug where Zetterburn would regain his double jump after air-dodging during Up Special.
Zetterburn,0.0.7,Zetterburn’s Uncharged Neutral Special Hitbox size reduced from 85 diameter to 75 diameter.
Zetterburn,0.0.7,Bug Fix: Fixed a Bug where Zetterburn’s Up Special would sometimes block projectiles during the startup when it was never meant to.
Zetterburn,0.0.7,Reflecting a Zetterburn’s projectile no longer changes the flame color to default.
Zetterburn,0.0.8,Forward Strong Knockback: 8 Base .6 Scaling > 8 Base .7 Scaling.
Zetterburn,0.0.8,Forward Strong Fire Knockback: 8 Base 1.2 Scaling > 8 Base 1.05 Scaling
Zetterburn,0.0.8,Down Strong Knockback: 6 Base .7 Scaling > 6 Base .8 Scaling.
Zetterburn,0.0.8,Down Strong Fire Knockback: 8 Base 1.2 Scaling > 8 Base 1.05 Scaling
Zetterburn,0.0.8,Up Strong Knockback: 6 Base .7 Scaling > 7 Base 1.1 Scaling. (Higher because of Vertical Scaling changes)
